Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Operating != Published,Rank by Passenger Count
200605,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,36461,False,3358.5
201510,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,36425,False,3360.0
200711,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,36424,False,3361.0
201109,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,36420,False,3362.0
200807,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,36389,False,3363.0
200706,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,36386,False,3364.0
200611,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,36370,False,3365.0
200603,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,36356,False,3366.0
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,36339,False,3367.0
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,36336,False,3368.0
201411,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,36335,True,3369.0
200702,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,36273,False,3370.0
201803,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,36266,False,3371.0
201310,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,36255,False,3372.0
201610,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,36197,False,3373.0
200610,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,36179,False,3374.0
201112,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,36172,False,3375.0
201505,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,36162,False,3376.0
200612,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,36156,False,3377.0
200902,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,36083,False,3378.0
201402,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,36066,False,3379.0
200510,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,36058,False,3380.0
200908,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,36021,False,3381.0
200509,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,A,35942,False,3382.0
200907,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,35940,False,3383.0
200610,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35929,False,3384.0
200908,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,35913,False,3385.0
200709,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,35910,False,3386.0
200709,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,35903,False,3387.0
201403,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,35898,True,3388.0
200701,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35845,False,3389.0
201111,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35797,False,3390.0
201609,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,35750,False,3391.0
201403,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,35739,True,3392.0
201512,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,35735,False,3393.0
201111,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,35725,False,3394.0
201306,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35687,False,3395.0
201512,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,35676,False,3396.0
201001,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,35667,False,3397.0
201407,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,35666,False,3398.0
201303,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,35662,False,3399.0
201111,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,35643,False,3400.0
201201,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,35600,False,3401.0
201705,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,35597,False,3402.0
200701,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,35595,False,3403.0
201803,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,35565,False,3404.0
200612,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,35548,False,3405.0
200711,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,35546,False,3406.0
201402,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,35500,False,3407.0
200611,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,35498,False,3408.0
201107,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35464,False,3409.0
201505,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,C,35431,False,3410.0
200707,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,35430,False,3411.0
201703,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,35429,False,3412.0
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,35421,False,3413.0
200512,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,35412,False,3414.0
201302,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,35409,False,3415.0
201006,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35357,False,3416.0
201105,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35333,False,3417.0
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,35270,False,3418.0
201306,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,35262,False,3419.0
201411,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,35245,True,3420.0
201802,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,35229,False,3421.0
200701,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,35226,False,3422.0
201707,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,35205,False,3423.0
200610,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,35188,False,3424.0
200808,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,35185,False,3425.0
201412,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,35171,True,3426.0
200507,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,35156,False,3427.0
201401,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,35155,False,3428.0
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,35132,False,3429.0
200905,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,35121,False,3430.0
200808,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,35117,False,3431.0
200602,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,35111,False,3432.0
201112,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,35100,False,3433.0
201106,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35081,False,3434.0
200910,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35074,False,3435.0
200602,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,35062,False,3436.0
201505,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,C,35020,False,3437.0
201705,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,34934,False,3438.0
200511,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,34920,False,3439.0
200906,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34919,False,3440.0
201008,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,34916,False,3441.0
200604,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,34915,False,3442.0
201501,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,34910,True,3443.0
201112,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,34895,False,3444.0
200508,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,34878,False,3445.0
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,34855,False,3446.0
201408,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,34849,False,3447.0
200605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,34839,False,3448.0
200607,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34835,False,3449.0
200610,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,34826,False,3450.0
200706,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,34802,False,3451.0
200509,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,34782,False,3452.0
200605,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,34779,False,3453.0
201008,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,34774,False,3454.0
200509,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,34761,False,3455.0
200702,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,34684,False,3456.0
200806,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,34675,False,3457.0
201410,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,34666,False,3458.0
200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,34659,False,3459.0
201109,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,34644,False,3460.0
201211,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,34639,False,3461.0
200801,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,34620,False,3462.0
200902,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,34574,False,3463.0
201104,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34571,False,3464.0
200510,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,34562,False,3465.0
201007,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,34559,False,3466.0
200611,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,34548,False,3467.0
201802,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,34536,False,3468.0
201801,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,34523,False,3469.0
201106,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34509,False,3470.0
201803,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,34481,False,3471.0
200705,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,34468,False,3472.0
201205,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,34438,False,3473.0
201107,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,34419,False,3474.0
201104,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,34403,False,3475.0
200708,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,34400,False,3476.0
201408,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,34378,False,3477.0
200702,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,34291,False,3478.0
201502,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,34269,True,3479.0
201112,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34248,False,3480.0
200707,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,34240,False,3481.0
201207,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,34210,False,3482.0
201106,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,34196,False,3483.0
200609,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,34169,False,3484.0
201502,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,34168,True,3485.0
201006,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,34141,False,3486.0
200910,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34105,False,3487.5
200508,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,34105,False,3487.5
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,34101,False,3489.0
200712,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34097,False,3490.0
200507,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,34090,False,3491.0
201011,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,34051,False,3492.0
201105,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,34031,False,3493.0
201302,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,34017,False,3494.0
201406,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,34010,False,3495.0
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,33954,False,3496.0
201412,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,33935,True,3497.0
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,33931,False,3498.0
201210,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,33901,False,3499.0
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,33893,False,3500.0
200609,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,33828,False,3501.0
200609,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,33813,False,3502.0
200708,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,33811,False,3503.0
201004,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,33805,False,3504.0
201110,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,33749,False,3505.0
200509,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,33742,False,3506.0
200512,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,33736,False,3507.0
200710,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,33713,False,3508.0
201204,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,33706,False,3509.0
201401,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,33685,False,3510.0
201605,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,33671,False,3511.0
201001,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,33639,False,3512.0
201409,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,33630,True,3513.0
201305,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,33622,False,3514.0
200902,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,33613,False,3515.0
201103,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,33609,False,3516.0
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,33590,False,3517.0
201501,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,33583,True,3518.0
200901,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,33571,False,3519.0
200901,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,33538,False,3520.0
200511,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,33531,False,3521.0
200606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,33527,False,3522.0
201011,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,33514,False,3523.0
201204,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,33507,False,3524.0
201210,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,33478,False,3525.5
201307,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,33478,False,3525.5
200909,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,33460,False,3527.0
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,33449,False,3528.5
201205,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,33449,False,3528.5
200710,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,33433,False,3530.0
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,33375,False,3531.0
200601,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,33369,False,3532.0
201704,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,33364,False,3533.0
